starred_at,user,user_url,star_number,minute,previous_starred_at,seconds_since_previous
2026-05-18 22:10:20+00:00,Ryu0118,https://github.com/Ryu0118,128,2026-05-18 22:10:00+00:00,2026-05-18 21:30:44+00:00,2376.0
2026-05-18 22:17:28+00:00,enleur,https://github.com/enleur,129,2026-05-18 22:17:00+00:00,2026-05-18 22:10:20+00:00,428.0
2026-05-18 22:20:02+00:00,kayahara-yuki,https://github.com/kayahara-yuki,130,2026-05-18 22:20:00+00:00,2026-05-18 22:17:28+00:00,154.0
2026-05-18 22:34:48+00:00,khirotaka,https://github.com/khirotaka,131,2026-05-18 22:34:00+00:00,2026-05-18 22:20:02+00:00,886.0
2026-05-18 22:40:00+00:00,time-and-rice,https://github.com/time-and-rice,132,2026-05-18 22:40:00+00:00,2026-05-18 22:34:48+00:00,312.0
2026-05-18 22:43:45+00:00,keufcp,https://github.com/keufcp,133,2026-05-18 22:43:00+00:00,2026-05-18 22:40:00+00:00,225.0
2026-05-18 22:57:41+00:00,ykoyano,https://github.com/ykoyano,134,2026-05-18 22:57:00+00:00,2026-05-18 22:43:45+00:00,836.0
2026-05-18 23:36:59+00:00,kazuhideoki,https://github.com/kazuhideoki,135,2026-05-18 23:36:00+00:00,2026-05-18 22:57:41+00:00,2358.0
2026-05-18 23:45:47+00:00,ytoune,https://github.com/ytoune,136,2026-05-18 23:45:00+00:00,2026-05-18 23:36:59+00:00,528.0
2026-05-18 23:52:48+00:00,kaznak,https://github.com/kaznak,137,2026-05-18 23:52:00+00:00,2026-05-18 23:45:47+00:00,421.0
2026-05-19 00:04:13+00:00,midasdf,https://github.com/midasdf,138,2026-05-19 00:04:00+00:00,2026-05-18 23:52:48+00:00,685.0
2026-05-19 00:12:55+00:00,himkt,https://github.com/himkt,139,2026-05-19 00:12:00+00:00,2026-05-19 00:04:13+00:00,522.0
2026-05-19 00:12:59+00:00,gentamura,https://github.com/gentamura,140,2026-05-19 00:12:00+00:00,2026-05-19 00:12:55+00:00,4.0
2026-05-19 00:14:21+00:00,phoorichet,https://github.com/phoorichet,141,2026-05-19 00:14:00+00:00,2026-05-19 00:12:59+00:00,82.0
2026-05-19 00:16:58+00:00,fan-k-tamura,https://github.com/fan-k-tamura,142,2026-05-19 00:16:00+00:00,2026-05-19 00:14:21+00:00,157.0
2026-05-19 00:29:56+00:00,tab4moji,https://github.com/tab4moji,143,2026-05-19 00:29:00+00:00,2026-05-19 00:16:58+00:00,778.0
2026-05-19 00:44:13+00:00,halqme,https://github.com/halqme,144,2026-05-19 00:44:00+00:00,2026-05-19 00:29:56+00:00,857.0
2026-05-19 00:48:41+00:00,simorgh3196,https://github.com/simorgh3196,145,2026-05-19 00:48:00+00:00,2026-05-19 00:44:13+00:00,268.0
2026-05-19 00:50:20+00:00,wangchangdog,https://github.com/wangchangdog,146,2026-05-19 00:50:00+00:00,2026-05-19 00:48:41+00:00,99.0
2026-05-19 00:55:42+00:00,homemade-ramen,https://github.com/homemade-ramen,147,2026-05-19 00:55:00+00:00,2026-05-19 00:50:20+00:00,322.0
2026-05-19 01:23:13+00:00,sh1nduu,https://github.com/sh1nduu,148,2026-05-19 01:23:00+00:00,2026-05-19 00:55:42+00:00,1651.0
2026-05-19 01:24:10+00:00,hiono,https://github.com/hiono,149,2026-05-19 01:24:00+00:00,2026-05-19 01:23:13+00:00,57.0
2026-05-19 01:43:56+00:00,hiro0218,https://github.com/hiro0218,150,2026-05-19 01:43:00+00:00,2026-05-19 01:24:10+00:00,1186.0
2026-05-19 02:49:45+00:00,nu0ma,https://github.com/nu0ma,151,2026-05-19 02:49:00+00:00,2026-05-19 01:43:56+00:00,3949.0
2026-05-19 05:43:23+00:00,ykpythemind,https://github.com/ykpythemind,152,2026-05-19 05:43:00+00:00,2026-05-19 02:49:45+00:00,10418.0
2026-05-19 05:49:16+00:00,Priestly,https://github.com/Priestly,153,2026-05-19 05:49:00+00:00,2026-05-19 05:43:23+00:00,353.0
2026-05-19 05:59:47+00:00,beauNate,https://github.com/beauNate,154,2026-05-19 05:59:00+00:00,2026-05-19 05:49:16+00:00,631.0
2026-05-19 06:59:04+00:00,ftnext,https://github.com/ftnext,155,2026-05-19 06:59:00+00:00,2026-05-19 05:59:47+00:00,3557.0
2026-05-19 07:40:39+00:00,sakebook,https://github.com/sakebook,156,2026-05-19 07:40:00+00:00,2026-05-19 06:59:04+00:00,2495.0
2026-05-19 07:49:03+00:00,jackchuka,https://github.com/jackchuka,157,2026-05-19 07:49:00+00:00,2026-05-19 07:40:39+00:00,504.0
2026-05-19 09:37:23+00:00,exoego,https://github.com/exoego,158,2026-05-19 09:37:00+00:00,2026-05-19 07:49:03+00:00,6500.0
2026-05-19 09:40:19+00:00,ryo246912,https://github.com/ryo246912,159,2026-05-19 09:40:00+00:00,2026-05-19 09:37:23+00:00,176.0
2026-05-19 09:40:37+00:00,toliner,https://github.com/toliner,160,2026-05-19 09:40:00+00:00,2026-05-19 09:40:19+00:00,18.0
2026-05-19 09:41:38+00:00,sohag1234539,https://github.com/sohag1234539,161,2026-05-19 09:41:00+00:00,2026-05-19 09:40:37+00:00,61.0
2026-05-19 09:41:46+00:00,anadvv,https://github.com/anadvv,162,2026-05-19 09:41:00+00:00,2026-05-19 09:41:38+00:00,8.0
2026-05-19 09:42:39+00:00,fari098,https://github.com/fari098,163,2026-05-19 09:42:00+00:00,2026-05-19 09:41:46+00:00,53.0
2026-05-19 09:43:04+00:00,bmorium093-hash,https://github.com/bmorium093-hash,164,2026-05-19 09:43:00+00:00,2026-05-19 09:42:39+00:00,25.0
2026-05-19 09:46:21+00:00,samiulislam20161-tech,https://github.com/samiulislam20161-tech,165,2026-05-19 09:46:00+00:00,2026-05-19 09:43:04+00:00,197.0
2026-05-19 09:46:41+00:00,fasahinaya-commits,https://github.com/fasahinaya-commits,166,2026-05-19 09:46:00+00:00,2026-05-19 09:46:21+00:00,20.0
2026-05-19 09:48:09+00:00,era690862,https://github.com/era690862,167,2026-05-19 09:48:00+00:00,2026-05-19 09:46:41+00:00,88.0
2026-05-19 09:48:15+00:00,shpolash578-rgb,https://github.com/shpolash578-rgb,168,2026-05-19 09:48:00+00:00,2026-05-19 09:48:09+00:00,6.0
2026-05-19 09:50:24+00:00,HikaruEgashira,https://github.com/HikaruEgashira,169,2026-05-19 09:50:00+00:00,2026-05-19 09:48:15+00:00,129.0
2026-05-19 10:00:35+00:00,billkley1802,https://github.com/billkley1802,170,2026-05-19 10:00:00+00:00,2026-05-19 09:50:24+00:00,611.0
2026-05-19 10:03:01+00:00,d4rw1nz,https://github.com/d4rw1nz,171,2026-05-19 10:03:00+00:00,2026-05-19 10:00:35+00:00,146.0
2026-05-19 10:13:08+00:00,ToymurDeveloper,https://github.com/ToymurDeveloper,172,2026-05-19 10:13:00+00:00,2026-05-19 10:03:01+00:00,607.0
2026-05-19 10:19:01+00:00,xiaozi,https://github.com/xiaozi,173,2026-05-19 10:19:00+00:00,2026-05-19 10:13:08+00:00,353.0
2026-05-19 10:19:32+00:00,Wintus,https://github.com/Wintus,174,2026-05-19 10:19:00+00:00,2026-05-19 10:19:01+00:00,31.0
2026-05-19 10:29:02+00:00,Ota1022,https://github.com/Ota1022,175,2026-05-19 10:29:00+00:00,2026-05-19 10:19:32+00:00,570.0
2026-05-19 10:29:27+00:00,nazih987,https://github.com/nazih987,176,2026-05-19 10:29:00+00:00,2026-05-19 10:29:02+00:00,25.0
2026-05-19 10:30:15+00:00,zzvo,https://github.com/zzvo,177,2026-05-19 10:30:00+00:00,2026-05-19 10:29:27+00:00,48.0
2026-05-19 10:51:46+00:00,JasonYang0104,https://github.com/JasonYang0104,178,2026-05-19 10:51:00+00:00,2026-05-19 10:30:15+00:00,1291.0
2026-05-19 10:56:20+00:00,Shovodaaaa,https://github.com/Shovodaaaa,179,2026-05-19 10:56:00+00:00,2026-05-19 10:51:46+00:00,274.0
2026-05-19 10:58:15+00:00,sathichawla-5,https://github.com/sathichawla-5,180,2026-05-19 10:58:00+00:00,2026-05-19 10:56:20+00:00,115.0
2026-05-19 11:06:57+00:00,glushrom777-collab,https://github.com/glushrom777-collab,181,2026-05-19 11:06:00+00:00,2026-05-19 10:58:15+00:00,522.0
2026-05-19 11:07:10+00:00,shekhor696,https://github.com/shekhor696,182,2026-05-19 11:07:00+00:00,2026-05-19 11:06:57+00:00,13.0
2026-05-19 11:34:27+00:00,SlashNephy,https://github.com/SlashNephy,183,2026-05-19 11:34:00+00:00,2026-05-19 11:07:10+00:00,1637.0
2026-05-19 11:35:29+00:00,alexeyperedereev4489-web,https://github.com/alexeyperedereev4489-web,184,2026-05-19 11:35:00+00:00,2026-05-19 11:34:27+00:00,62.0
2026-05-19 11:42:03+00:00,Sammmm15827,https://github.com/Sammmm15827,185,2026-05-19 11:42:00+00:00,2026-05-19 11:35:29+00:00,394.0
2026-05-19 12:12:05+00:00,sigma7863,https://github.com/sigma7863,186,2026-05-19 12:12:00+00:00,2026-05-19 11:42:03+00:00,1802.0
2026-05-19 12:46:44+00:00,lucy30096-cmd,https://github.com/lucy30096-cmd,187,2026-05-19 12:46:00+00:00,2026-05-19 12:12:05+00:00,2079.0
2026-05-19 13:09:36+00:00,camornasta19-ops,https://github.com/camornasta19-ops,188,2026-05-19 13:09:00+00:00,2026-05-19 12:46:44+00:00,1372.0
2026-05-19 13:24:42+00:00,129besan,https://github.com/129besan,189,2026-05-19 13:24:00+00:00,2026-05-19 13:09:36+00:00,906.0
2026-05-19 13:27:10+00:00,tkancf,https://github.com/tkancf,190,2026-05-19 13:27:00+00:00,2026-05-19 13:24:42+00:00,148.0
2026-05-19 13:30:28+00:00,cagecage5432-code,https://github.com/cagecage5432-code,191,2026-05-19 13:30:00+00:00,2026-05-19 13:27:10+00:00,198.0
2026-05-19 14:27:33+00:00,niraislam744,https://github.com/niraislam744,192,2026-05-19 14:27:00+00:00,2026-05-19 13:30:28+00:00,3425.0
2026-05-19 15:01:41+00:00,DeluxeOwl,https://github.com/DeluxeOwl,193,2026-05-19 15:01:00+00:00,2026-05-19 14:27:33+00:00,2048.0
2026-05-19 15:10:44+00:00,tanjidulalam31,https://github.com/tanjidulalam31,194,2026-05-19 15:10:00+00:00,2026-05-19 15:01:41+00:00,543.0
2026-05-19 15:19:30+00:00,barnojonyuldasheva-del,https://github.com/barnojonyuldasheva-del,195,2026-05-19 15:19:00+00:00,2026-05-19 15:10:44+00:00,526.0
2026-05-19 15:25:28+00:00,firasmom-ship-it,https://github.com/firasmom-ship-it,196,2026-05-19 15:25:00+00:00,2026-05-19 15:19:30+00:00,358.0
2026-05-20 00:18:20+00:00,t3yamoto,https://github.com/t3yamoto,197,2026-05-20 00:18:00+00:00,2026-05-19 15:25:28+00:00,31972.0
2026-05-20 00:32:41+00:00,sasezaki,https://github.com/sasezaki,198,2026-05-20 00:32:00+00:00,2026-05-20 00:18:20+00:00,861.0
2026-05-20 00:34:14+00:00,ichizero,https://github.com/ichizero,199,2026-05-20 00:34:00+00:00,2026-05-20 00:32:41+00:00,93.0
2026-05-20 00:42:34+00:00,shimabukuromeg,https://github.com/shimabukuromeg,200,2026-05-20 00:42:00+00:00,2026-05-20 00:34:14+00:00,500.0
2026-05-20 02:44:19+00:00,youxkei,https://github.com/youxkei,201,2026-05-20 02:44:00+00:00,2026-05-20 00:42:34+00:00,7305.0
2026-05-20 02:54:01+00:00,KS1019,https://github.com/KS1019,202,2026-05-20 02:54:00+00:00,2026-05-20 02:44:19+00:00,582.0
2026-05-20 06:11:17+00:00,TeddyHuang-00,https://github.com/TeddyHuang-00,203,2026-05-20 06:11:00+00:00,2026-05-20 02:54:01+00:00,11836.0
2026-05-20 07:29:53+00:00,nawazz2024,https://github.com/nawazz2024,204,2026-05-20 07:29:00+00:00,2026-05-20 06:11:17+00:00,4716.0
2026-05-20 07:50:53+00:00,shasuny120-sketch,https://github.com/shasuny120-sketch,205,2026-05-20 07:50:00+00:00,2026-05-20 07:29:53+00:00,1260.0
2026-05-20 07:52:12+00:00,Alaminala12671,https://github.com/Alaminala12671,206,2026-05-20 07:52:00+00:00,2026-05-20 07:50:53+00:00,79.0
2026-05-20 07:53:26+00:00,fiza100304-prog,https://github.com/fiza100304-prog,207,2026-05-20 07:53:00+00:00,2026-05-20 07:52:12+00:00,74.0
2026-05-20 07:53:35+00:00,mmmanikbabu2211-creator,https://github.com/mmmanikbabu2211-creator,208,2026-05-20 07:53:00+00:00,2026-05-20 07:53:26+00:00,9.0
2026-05-20 07:54:17+00:00,jannatulakhiakhi90-create,https://github.com/jannatulakhiakhi90-create,209,2026-05-20 07:54:00+00:00,2026-05-20 07:53:35+00:00,42.0
2026-05-20 07:54:26+00:00,Pranto6778,https://github.com/Pranto6778,210,2026-05-20 07:54:00+00:00,2026-05-20 07:54:17+00:00,9.0
2026-05-20 08:23:18+00:00,sabrinaafrin8392-cmyk,https://github.com/sabrinaafrin8392-cmyk,211,2026-05-20 08:23:00+00:00,2026-05-20 07:54:26+00:00,1732.0
2026-05-20 08:41:00+00:00,tariqulislamtushar40-ship-it,https://github.com/tariqulislamtushar40-ship-it,212,2026-05-20 08:41:00+00:00,2026-05-20 08:23:18+00:00,1062.0
2026-05-20 08:58:47+00:00,sadiarah24,https://github.com/sadiarah24,213,2026-05-20 08:58:00+00:00,2026-05-20 08:41:00+00:00,1067.0
2026-05-20 09:24:33+00:00,haruki26,https://github.com/haruki26,214,2026-05-20 09:24:00+00:00,2026-05-20 08:58:47+00:00,1546.0
2026-05-20 09:27:50+00:00,vshugai94-glitch,https://github.com/vshugai94-glitch,215,2026-05-20 09:27:00+00:00,2026-05-20 09:24:33+00:00,197.0
2026-05-20 09:40:09+00:00,mdsaeid911-cmd,https://github.com/mdsaeid911-cmd,216,2026-05-20 09:40:00+00:00,2026-05-20 09:27:50+00:00,739.0
2026-05-20 10:29:05+00:00,Paulkost92,https://github.com/Paulkost92,217,2026-05-20 10:29:00+00:00,2026-05-20 09:40:09+00:00,2936.0
2026-05-20 11:18:00+00:00,mdhoque321567-star,https://github.com/mdhoque321567-star,218,2026-05-20 11:18:00+00:00,2026-05-20 10:29:05+00:00,2935.0
2026-05-20 11:37:49+00:00,alexanserj,https://github.com/alexanserj,219,2026-05-20 11:37:00+00:00,2026-05-20 11:18:00+00:00,1189.0
2026-05-20 11:49:34+00:00,mobassir22,https://github.com/mobassir22,220,2026-05-20 11:49:00+00:00,2026-05-20 11:37:49+00:00,705.0
2026-05-20 11:49:53+00:00,exotic33-colud,https://github.com/exotic33-colud,221,2026-05-20 11:49:00+00:00,2026-05-20 11:49:34+00:00,19.0
2026-05-20 11:58:07+00:00,svetaboyh,https://github.com/svetaboyh,222,2026-05-20 11:58:00+00:00,2026-05-20 11:49:53+00:00,494.0
2026-05-20 12:07:22+00:00,trez241825-cyber,https://github.com/trez241825-cyber,223,2026-05-20 12:07:00+00:00,2026-05-20 11:58:07+00:00,555.0
2026-05-20 12:35:35+00:00,bestiya,https://github.com/bestiya,224,2026-05-20 12:35:00+00:00,2026-05-20 12:07:22+00:00,1693.0
2026-05-20 12:35:46+00:00,metinmetin18,https://github.com/metinmetin18,225,2026-05-20 12:35:00+00:00,2026-05-20 12:35:35+00:00,11.0
2026-05-20 12:37:59+00:00,olegkononov423-collab,https://github.com/olegkononov423-collab,226,2026-05-20 12:37:00+00:00,2026-05-20 12:35:46+00:00,133.0
2026-05-20 12:39:00+00:00,manha9330,https://github.com/manha9330,227,2026-05-20 12:39:00+00:00,2026-05-20 12:37:59+00:00,61.0
2026-05-20 12:40:51+00:00,Vaaddii,https://github.com/Vaaddii,228,2026-05-20 12:40:00+00:00,2026-05-20 12:39:00+00:00,111.0
2026-05-20 12:44:54+00:00,hananansari123g-ops,https://github.com/hananansari123g-ops,229,2026-05-20 12:44:00+00:00,2026-05-20 12:40:51+00:00,243.0
2026-05-20 12:57:25+00:00,shoaib44-24,https://github.com/shoaib44-24,230,2026-05-20 12:57:00+00:00,2026-05-20 12:44:54+00:00,751.0
2026-05-20 13:02:28+00:00,kamalislam8811,https://github.com/kamalislam8811,231,2026-05-20 13:02:00+00:00,2026-05-20 12:57:25+00:00,303.0
2026-05-20 13:27:54+00:00,fatematujj774-sketch,https://github.com/fatematujj774-sketch,232,2026-05-20 13:27:00+00:00,2026-05-20 13:02:28+00:00,1526.0
2026-05-20 13:43:35+00:00,frontalex,https://github.com/frontalex,233,2026-05-20 13:43:00+00:00,2026-05-20 13:27:54+00:00,941.0
2026-05-20 13:50:06+00:00,nadianeha333,https://github.com/nadianeha333,234,2026-05-20 13:50:00+00:00,2026-05-20 13:43:35+00:00,391.0
2026-05-20 14:19:37+00:00,arifulislam22001122-blip,https://github.com/arifulislam22001122-blip,235,2026-05-20 14:19:00+00:00,2026-05-20 13:50:06+00:00,1771.0
2026-05-20 14:54:53+00:00,nowrinnowrin2244-lang,https://github.com/nowrinnowrin2244-lang,236,2026-05-20 14:54:00+00:00,2026-05-20 14:19:37+00:00,2116.0
2026-05-20 15:18:05+00:00,abun70996-hub,https://github.com/abun70996-hub,237,2026-05-20 15:18:00+00:00,2026-05-20 14:54:53+00:00,1392.0
2026-05-20 15:49:35+00:00,sgash708,https://github.com/sgash708,238,2026-05-20 15:49:00+00:00,2026-05-20 15:18:05+00:00,1890.0
2026-05-20 16:06:31+00:00,Rabeya47165,https://github.com/Rabeya47165,239,2026-05-20 16:06:00+00:00,2026-05-20 15:49:35+00:00,1016.0
2026-05-20 16:06:47+00:00,rosaaa98,https://github.com/rosaaa98,240,2026-05-20 16:06:00+00:00,2026-05-20 16:06:31+00:00,16.0
2026-05-20 16:12:13+00:00,dasavishek374038-dot,https://github.com/dasavishek374038-dot,241,2026-05-20 16:12:00+00:00,2026-05-20 16:06:47+00:00,326.0
2026-05-20 16:57:39+00:00,mrmotinyt44,https://github.com/mrmotinyt44,242,2026-05-20 16:57:00+00:00,2026-05-20 16:12:13+00:00,2726.0
2026-05-20 17:06:51+00:00,michelande1985,https://github.com/michelande1985,243,2026-05-20 17:06:00+00:00,2026-05-20 16:57:39+00:00,552.0
2026-05-20 17:10:02+00:00,zeno54379-cpu,https://github.com/zeno54379-cpu,244,2026-05-20 17:10:00+00:00,2026-05-20 17:06:51+00:00,191.0
2026-05-20 17:52:15+00:00,farikmax4-cpu,https://github.com/farikmax4-cpu,245,2026-05-20 17:52:00+00:00,2026-05-20 17:10:02+00:00,2533.0
2026-05-20 17:59:47+00:00,sinstaik,https://github.com/sinstaik,246,2026-05-20 17:59:00+00:00,2026-05-20 17:52:15+00:00,452.0
2026-05-20 18:15:11+00:00,timurmg-spec,https://github.com/timurmg-spec,247,2026-05-20 18:15:00+00:00,2026-05-20 17:59:47+00:00,924.0
2026-05-20 19:20:43+00:00,selvialadia,https://github.com/selvialadia,248,2026-05-20 19:20:00+00:00,2026-05-20 18:15:11+00:00,3932.0
2026-05-20 20:54:38+00:00,top121Hofa123,https://github.com/top121Hofa123,249,2026-05-20 20:54:00+00:00,2026-05-20 19:20:43+00:00,5635.0
2026-05-21 02:20:13+00:00,mdmayaop6-blip,https://github.com/mdmayaop6-blip,250,2026-05-21 02:20:00+00:00,2026-05-20 20:54:38+00:00,19535.0
2026-05-21 03:46:27+00:00,molchanso1987-hue,https://github.com/molchanso1987-hue,251,2026-05-21 03:46:00+00:00,2026-05-21 02:20:13+00:00,5174.0
2026-05-21 05:37:51+00:00,gabdrashitov100-ux,https://github.com/gabdrashitov100-ux,252,2026-05-21 05:37:00+00:00,2026-05-21 03:46:27+00:00,6684.0
2026-05-21 05:52:08+00:00,shoichiaizawa,https://github.com/shoichiaizawa,253,2026-05-21 05:52:00+00:00,2026-05-21 05:37:51+00:00,857.0
2026-05-21 07:50:46+00:00,Ibraq88,https://github.com/Ibraq88,254,2026-05-21 07:50:00+00:00,2026-05-21 05:52:08+00:00,7118.0
2026-05-21 08:06:22+00:00,rominhasan271,https://github.com/rominhasan271,255,2026-05-21 08:06:00+00:00,2026-05-21 07:50:46+00:00,936.0
