	TweetID	Tweet	Score
0	413003745127956480	<USER> Hi Bethenny . I would like to try your new sparkling water and I live in Chicago but I ca n't find them . Thanks for your help . 	4.5
1	310951314643382272	<USER> I would like to suggest a bakery that u should try and its called The Measuring Cup in East Dundee IL . 	4.5
2	860174326724788225	How would you answer this : 'How often do you submit poll questions ? ' <URL>	2.5
3	703993411460665346	'I do n't know who you are . . . But I love you . ' ~ Valarie 's Letter in V for Vendetta; quoted from a depression survivor . #RIPAlex	3.1666666666666665
4	448178877492629504	<USER> *sends you hugs and cookies*	2.0
5	427139009744482304	<USER> have you ever heard of a band called Fall Out Boy ? I heard their singer is pretty rad . 	3.0
6	539630218810781696	Father , I feel in my spirit a need to send a special prayer to all my Facebook friends and to all those . . . <URL>	2.6666666666666665
7	463337717188005888	=Message of the day= =<URL> =WHAT MIRACLES . . . <URL>	2.1666666666666665
8	449022269428232192	I do n't understand how horrible people manage to make friends . 	2.1666666666666665
9	385280092357685248	'<USER> : Rt if you 're a mermaid ! ' <USER>	1.6666666666666667
10	733042261332611072	My prof fucked up the exam and is only gonna grade us on the easy Qs  ☺ ️ ☺ ️ ☺ ️ ☺ ️	3.8333333333333335
11	873057204554784772	Cuanto chingo , I already know . lol	2.333333333333333
12	281125915558309888	I 've collected 6 , 405 gold coins ! <URL> #android , #androidgames , #gameinsight	3.0
13	825857397939924993	I 've collected 10 , 775 gold coins ! <URL> #android , #androidgames , #gameinsight	3.0
14	922929773961244672	Ya MCM a bum .  🗣 	1.4
15	922870992237678599	“DO YOU LOOK LIKE THE TYPE OF NIGGA THAT PLAY SOCCER”  😭  <URL>	1.8333333333333333
16	848345557424852992	boys are boys and girls are joys	2.333333333333333
17	350841459441799169	Sometimes I hope I'm looking at the same moon as you	2.1666666666666665
18	804136782266777600	<USER> the king of all Crying Jordan 's ? <URL>	2.1666666666666665
19	840400077978030080	The <USER> Tournament has been very entertaining . And <USER> is right in the middle of it . Great games today ! 	3.0
20	738458798462013444	Dementia is a truly horrible disease for everyone it affects . Touching and honest perspective on <USER> #dementia	4.166666666666667
21	856085643713183744	Excited to be heading down to the <USER> today to cheer on all the amazing people running for <USER>	3.333333333333333
22	344855324500566018	<USER> Oh , well it 's a pretty awesome secret . hahaha . 	1.0
23	862250066144350208	<USER> Wishing Lily , you , and your family all the love , strength , and support in the world today . 	3.0
24	837471090809135106	<USER> love you guys , but do n't you feel a need to address this	1.3333333333333333
25	836781351378513920	<USER> <USER> yep . Given 1st 30 days , hard too know of he means any of it . Tomorrow will start the test	1.8333333333333333
26	332718296606572544	<USER> you are a riot , delusional but still a riot . 	2.1666666666666665
27	332333733409603585	#RealWorld Nia 'never played the victim' I think she plays the victim well . 	2.5
28	773347990828232704	NO ! ! ! ! ! ! I SAID DONT SEND SMOAK TO THE PLATE ! ! ! ! <URL>	2.833333333333333
29	934174119930793984	Dear <USER> . . . for my birthday I would love some <USER> love . That is all . Thanks you guys are the best  😍💙 	3.0
30	32875048352096256	Must . Get . Out . Of . House . The sake of our sanity is at great risk . 	2.333333333333333
31	5605543811	I hate feeling like this . Tempted to find a happy , floaty place to distract myself . 	2.333333333333333
32	799757891385245696	I take eating for two very seriously and literally . Meaning I eat double of everything #pregolife	2.6666666666666665
33	379599903392940033	Bug spray is my perfume this morning . #sexy #mosquitos #bitten	3.1666666666666665
34	254640259177013248	Missing my babes . . . #lonely	2.333333333333333
35	323767643125448704	Happy 50th Birthday love Mommy ! #birthday #mommy #luvmymommy <URL>	3.6666666666666665
36	6565923809	<USER> Thanks ! I just called and left a message with the VP . Ridiculous . I know *I* will never <USER> again . 	3.1666666666666665
37	798957308	The lack of responses to my last post makes me think that i have the only child who has ever called out for their caregiver at night	3.0
38	6450834415	The Frozen Throne ! Let 's play two Insanes ! 	2.6666666666666665
39	9536520157	<USER> Why is he out of his mind ? 	1.3333333333333333
40	866963849085366272	these motherfuckers left my oil cap in dport  😂🙄😭 	1.8333333333333333
41	601160589407203328	IM HUNGRY AFFFFFF	1.0
42	622151332690989056	<USER> is so good , he supports himself ! Playing lucian and gragas this game . <USER> #lcs <URL>	2.833333333333333
43	700077734744096769	<USER> or = this is not a priority . 	1.8333333333333333
44	484013744679165952	NASCAR : Dale Jr . , Gordon , Johnson , Kahne surprise fans ( VIDEO ) <URL> via <USER>	3.0
45	534131683222888449	4 has always been my lucky number . Apparently it works 4 <USER> too . Congrats ! #NASCAR	3.0
46	928628464642650112	Any Mom that has tried to cut me off omw to my 9 : 30 can absolutely go fck themselves , Sheryl	2.833333333333333
47	936090500783886337	u ever just like I CALLED it	1.0
48	480944506993250304	<USER> try wearing a finger brace on your middle fingers for 3 weeks from jamming them from a basketball  😫 	2.833333333333333
49	589557260977745922	How I get ready for work : 2 minutes to change & 10 minutes to take out/change my piercings  😐💎 	3.333333333333333
50	738920827974909952	I checked in at Westfield North County on #Yelp <URL>	3.6666666666666665
51	644266258829959169	Why do people say they 're interested in whatever I'm selling AND commit , then bail out last minute ? What 's wrong with people ? ! #rudeaf	2.0
52	577904400846426112	The HEALTHY Shamrock Shake ! <URL>	3.0
53	557342547149082626	Anybody else 's kids eat a full supper yet they 're STARVING an hour later ? ! UGH ! #bottomlesspits	2.5
54	309339605205925888	Roll Tide Roll . . . Tuscaloosa bound ! #PSUnavsSB13	3.1666666666666665
55	687306915622326272	I do n't want to leave PA today ! ! ! ! !  😫😢😭 	2.833333333333333
56	923711977322614789	The Fulton and forest hills intersection changed today and it is HELL	3.333333333333333
57	397177300954783744	Let me talk to my best friend . He 's done nothing wrong	2.0
58	706669738911522817	Lady Mary loves Carson so much . She 's always been so sweet to him . #DowntonPBS #downtonfinale	4.0
59	735116633501519873	Wow Chelsea . That was a monster burp . #TeenMom2	3.333333333333333
60	646120412036890624	'<USER> : thought I just saw Ricky Dillon on the voice' same  😂 	3.5
61	835266027105759233	Thanks for the free pizza <USER>  🍕👌🏼 	2.1666666666666665
62	334902749563076608	Fml I hate today I'm going to bed worst day of my freaking life : | #tgiaf	1.6666666666666667
63	644720901473222656	<USER> uh what train wreck , u were just with me ? Lol . . 	1.8333333333333333
64	1984620727	Nice one momma ! ~Renee	2.333333333333333
65	13673513503	And on that note , I think I'm gonna wake up the mom in my house and get on the garden train and plant some roses ! : - ) ~Renee	3.333333333333333
66	920480348680720384	Ryan Murphy 's revenge on Andy Warhol 's shooter should be tonights title lol . . . #AHSCult	4.0
67	934867165169307649	<USER> I felt that November 9th of last year till Jan 20th this year . Then my fear turned to anger . I will no… <URL>	3.1666666666666665
68	664285328316854272	<USER> Ayyy y yo a ti  😭  Ven para aca  😂 	1.4
69	653802964033925120	¿A que hora es que se supone que me de sueño ? 	1.6
70	904932011160285185	I liked a <USER> video <URL> ''Shabba Ranks'' remix Soul Train	3.2
71	650603180049436672	I'm earning #mPOINTS in mPLACES . <URL>	2.0
72	789156443551207428	<USER> pledges to accept election results 'if I win' . <URL>	2.0
73	887289036099989504	<USER> Not . At . All . 	1.2
74	314723132911001600	<USER> we know you 're an app lover so wondering what your thoughts on our app to be released in coming days <URL>	2.8
75	314675761137201152	Finding your desired Twitter handle will be easier to find then ever , our App being launched soon <URL>	4.2
76	23905417511829505	A hell of a run think he misses buffalo do n't think so That should do it barring a stupid no hands team by seahawks	3.6666666666666665
77	164015001122766848	Trying to figure phone out <URL>	3.2
78	844466661352726529	This child needs a stable and loving home . Please join me in signing this petition for my good friends . They have . . . <URL>	4.0
79	402127577910743040	<USER> <USER> <USER> <USER> <USER> WOW ! Some1 help me out of the woods . I did n't know U were N a band	2.6
80	805270665305714689	Tasha has released another installment of her amazing birthstone series , this one that is now available is Blue . . . <URL>	4.833333333333333
81	673469888430665728	Retiring Kits : I Have Decided To Retire Some kitsThese Kits Are Now Free For Personal Use Download HE . . . <URL>	3.5
82	851276509020962818	Track may be coming out tomorrow . . . . Sorry ! 	3.8333333333333335
83	917082383731609600	I used to just see <USER> as a fun , unique , awesome OST type game . But recently , it 's been touching my life more than ever , along with . . 	3.333333333333333
84	598222700880928768	MY PACKAGE WAS SUPPOSED TO BE HERE ON THE 1ST & NOW ITS THE 12TH & I STILL HAVENT RECEIVED MY SHIT	3.6666666666666665
85	608892754307907584	I always think people care about me but they never really do . I'm kind of just someone to talk to I guess . . Lol whatever	1.3333333333333333
86	393928508260364288	Joined anatomy online . #nerd #premed <USER> <USER> woo ! ! ! : ) 	2.4
87	310892176995385345	<USER> your original statement was definitely blunt stern and cold . Ok- I hope so ! ! That 's the way it should be ! Good luck !  🙏 	1.6
88	899084404097777666	<USER> I love your comments ! Support is fine . We vote for you to act tweet what you are doing to combat fears	2.4
89	546849616151719936	Puffed chests , smiles , handshakes when all goes well now all we hear are denials of blame 'Methinks thou dost protest too much' . 	2.6
90	451853702215659520	Install FireChat so we can chat ! <URL>	3.4
91	431584220083789824	<USER> Chiraq all day bang bang	1.4
92	414642856343506945	Roomie sleepovers are my fave  😍  <USER>	2.0
93	530846989379178496	If you have a crazy friend , you have everything  💕  @ 1/2 of the 4⃣ <URL>	1.8
94	370862636264468480	Click Here >> <URL> FREE $10 , 000 Scholarship Given Out Today ! Click Here Now : > . . . <URL>	3.2
95	370859391487991808	<URL> Click Here Now : > Ends Sept 16 , 2013 <URL>	2.0
96	293130063845662722	I'm at Mason Inn ( Pittsboro , IN ) <URL>	3.6666666666666665
97	331922495403880449	<USER> Did the raccoons at least rip up some moldy carpet ? 	2.5
98	183400371950075905	<USER> loved it . It followed the book really well . 	1.5
99	268340722481102850	<USER> good luck sister ! 	1.5
100	232144024818036736	Every time someone starts a texts with 'umm' the rest of it sounds so bitchy even if that was n't the intent	2.6666666666666665
101	248801729079029761	'that joke is a classic . It 's like farting silently in public . You ca n't not laugh' -dad	1.8333333333333333
102	693652798727135236	Sometimes I wonder if only ____ he would appreciate me more	2.5
103	533089554677628928	On the verge of crying	1.5
104	359653968940498944	<USER> YOU'RE MY HERO , FOLLOW ME PLZ	2.5
105	455529577335767041	<USER> . and yal hoes swear RIh cant sing them high notes , FOH	2.0
106	903802555070693376	I'm the worst bc when I have a question I never text ppl like 'hey how 's it going' first , I just text them my question straight off lol	2.5
107	903855892122157056	Those wavy eyebrows look so ugly lol	2.6666666666666665
108	789191239803375617	<USER> <USER> Love Brian Stelfreeze 's art ! <URL>	3.6666666666666665
109	765370618074267648	<USER> Thanks ! What do you want for them ? 	1.5
110	656556320699588608	While you rake leaves & carve pumpkins , check out how the rest of the world welcomes fall . <URL> #EquinoxCelebrations	2.6666666666666665
111	529410643955564544	Wow ! I just won this for free , **RARE** 10 Pentapetes Phoenicia 'Noon Flower' SEEDS ! ! Rare Trop <URL> #listia	4.0
112	28920440042815488	I subscribed to AthleticStarDotCom 's channel on YouTube . <URL>	3.8333333333333335
113	24598660662693888	I subscribed to Temdant 's channel on YouTube . <URL>	3.6666666666666665
114	371130989214322689	2 days and my guitar get 's fixed . I also get new strings and possibly some mics . Prepare for awesomeness . 	3.333333333333333
115	359384052073103360	first cover to conquer , In The End by BVB . Damn you Jake pitts and your light speed fingers . 	3.6666666666666665
116	934539705277911042	Put those chicken or turkey leftovers to use with these mini pot pies from <USER> #Promotion #PerdueCrew -… <URL>	3.8333333333333335
117	706889197223809024	Our road trip where we met up with friends and went to a carnival with them . #MyFuelRewards #ShellCrowd #sponsored <URL>	2.6666666666666665
118	523042680390320128	Uhm Alrighty '<USER> : Biden 's son discharged from Navy after testing positive for cocaine . <URL> <URL>'	4.5
